Gene [Systematic Name];Gene [Standard Name];ORF Qualifier;Gene Description;Mutant Type;Phenotypes > Observable;Qualifier;Strain Background;Chemical;Drain Info;Carbon source;Medium;Special Condition (remove_genes);Special Condition (remove_metab);Special Condition (add_metab);Condition;Details;PubMed ID;Culture type
YEL027W;VMA3;Verified;Vacuolar Membrane Atpase;null;Chemical compound accumulation;increased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;YPD;normal glycogen accumulation when grown on SC medium;12096123;
YEL027W;VMA3;Verified;Vacuolar Membrane Atpase;null;Chemical compound accumulation;increased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 3.0;;23021432;
YEL027W;VMA3;Verified;Vacuolar Membrane Atpase;null;Chemical compound accumulation;increased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 5.0;;23021432;
YEL027W;VMA3;Verified;Vacuolar Membrane Atpase;null;Chemical compound accumulation;increased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 7.5;;23021432;
YEL027W;VMA3;Verified;Vacuolar Membrane Atpase;null;Chemical compound accumulation;decreased;S288C (BY4742);hydrogen sulfide;no drain (cit);glucose;YPD;YOR202W, YCL018W, YEL021W, YBR115C;;histidine, leucine, uracil, lysine, cysteine;cysteine supplementation (500 mg/L);;25517415;
YEL029C;BUD16;Verified;BUD site selection;null;Chemical compound accumulation;decreased;S288C;pyridoxal 5'-phosphate;no drain;glucose;YNBD;;;uracil, histidine;;1.8% of wildtype levels;17696614;
YEL038W;UTR4;Verified;Unidentified TRanscript;null;Chemical compound accumulation;increased;S288C;5'-S-methyl-5'-thioadenosine;no drain;glucose;YNBD;;;leucine, serine, aspartate, tyrosine, tryptophan, adenine, histidine, uracil, lysine, alanine, phenylalanine, tyrosine, isoleucine, valine;;;18625006;
YEL042W;GDA1;Verified;Guanosine DiphosphatAse;null;Chemical compound accumulation;increased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YEL046C;GLY1;Verified;GLYcine requiring;null;Chemical compound accumulation;decreased;S288C;glycine;;glucose;YPD;;;;;glycine content reduced by 90%;26821380;
YEL046C;GLY1;Verified;GLYcine requiring;null;Chemical compound accumulation;increased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 5.0;;23021432;
YEL046C;GLY1;Verified;GLYcine requiring;null;Chemical compound accumulation;increased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 7.5;;23021432;
YEL051W;VMA8;Verified;Vacuolar Membrane Atpase;null;Chemical compound accumulation;increased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 3.0;;23021432;
YEL051W;VMA8;Verified;Vacuolar Membrane Atpase;null;Chemical compound accumulation;decreased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 5.0;;23021432;
YEL051W;VMA8;Verified;Vacuolar Membrane Atpase;null;Chemical compound accumulation;increased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 7.5;;23021432;
YEL051W;VMA8;Verified;Vacuolar Membrane Atpase;null;Chemical compound accumulation;increased;S288C (BY4741);sodium;;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W;;histidine, leucine, methionine, uracil;;;23151179;
YEL051W;VMA8;Verified;Vacuolar Membrane Atpase;null;Chemical compound accumulation;decreased;S288C (BY4742);hydrogen sulfide;no drain (cit);glucose;YPD;YOR202W, YCL018W, YEL021W, YBR115C;;histidine, leucine, uracil, lysine, cysteine;cysteine supplementation (500 mg/L);;25517415;
YEL071W;DLD3;Verified;D-Lactate Dehydrogenase;null;Chemical compound accumulation;decreased;S288C(BY4741);2-oxoglutarate;;glucose;YNBD;YOR202W, YCL018W, YLR303W, YEL021W;;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;;decreased levels in the extracellular medium;26774271;
YEL071W;DLD3;Verified;D-Lactate Dehydrogenase;null;Chemical compound accumulation;decreased;S288C(BY4741);fumarate;;glucose;YNBD;YOR202W, YCL018W, YLR303W, YEL021W;;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;;slight decrease in extracellular levels of fumarate;26774271;
YEL071W;DLD3;Verified;D-Lactate Dehydrogenase;null;Chemical compound accumulation;decreased;S288C(BY4741);malate;;glucose;YNBD;YOR202W, YCL018W, YLR303W, YEL021W;;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;;slight decrease in extracellular levels of malate;26774271;
YEL071W;DLD3;Verified;D-Lactate Dehydrogenase;null;Chemical compound accumulation;decreased;S288C(BY4741);R-lactate;;glucose;YNBD;YOR202W, YCL018W, YLR303W, YEL021W;;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;;decreased intra- and extracellular levels of lactate;26774271;
YEL071W;DLD3;Verified;D-Lactate Dehydrogenase;null;Chemical compound accumulation;decreased;S288C(BY4741);serine;;glucose;YNBD;YOR202W, YCL018W, YLR303W, YEL021W;;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;;slight decrease in extracellular levels of serine;26774271;
YEL071W;DLD3;Verified;D-Lactate Dehydrogenase;null;Chemical compound accumulation;increased;S288C(BY4741);succinate;;glucose;YNBD;YOR202W, YCL018W, YLR303W, YEL021W;;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;;slight increase in extracellular levels of succinate;26774271;
YER081W;SER3;Verified;SERine requiring;null;Chemical compound accumulation;decreased;S288C(BY4741);serine;;glucose;YNBD;YOR202W, YCL018W, YLR303W, YEL021W;;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;;50-60% decrease in intracellular levels of serine in early and mid-exponential phase cells background: S288C;26774271;
YER086W;ILV1;Verified;IsoLeucine-plus-Valine requiring;null;Chemical compound accumulation;increased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 5.0;;23021432;
YER086W;ILV1;Verified;IsoLeucine-plus-Valine requiring;null;Chemical compound accumulation;increased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 7.5;;23021432;
YER090W;TRP2;Verified;TRyPtophan;null;Chemical compound accumulation;decreased;S288C (BY4742);hydrogen sulfide;no drain (cit);glucose;YPD;YOR202W, YCL018W, YEL021W, YBR115C;;histidine, leucine, uracil, lysine, cysteine;cysteine supplementation (500 mg/L);;25517415;
YER119C;AVT6;Verified;Amino acid Vacuolar Transport;null;Chemical compound accumulation;increased;S288C;aspartate;;glucose;YPD;;;;nitrogen starvation;increased vacuolar content;20118605;
YER119C;AVT6;Verified;Amino acid Vacuolar Transport;null;Chemical compound accumulation;increased;S288C;glutamate;;glucose;YPD;;;;nitrogen starvation;increased vacuolar content;20118605;
YER178W;PDA1;Verified;Pyruvate Dehydrogenase Alpha;null;Chemical compound accumulation;decreased;S288C (BY4741);sodium;;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W;;histidine, leucine, methionine, uracil;;;23151179;
YFL001W;DEG1;Verified;DEpressed Growth rate;null;Chemical compound accumulation;increased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 5.0;;23021432;
YFL018C;LPD1;Verified;LiPoamide Dehydrogenase;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YFL018C;LPD1;Verified;LiPoamide Dehydrogenase;null;Chemical compound accumulation;increased;S288C (BY4741);sodium;;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W;;histidine, leucine, methionine, uracil;;;23151179;
YFL018C;LPD1;Verified;LiPoamide Dehydrogenase;null;Chemical compound accumulation;decreased;S288C (BY4742);hydrogen sulfide;no drain (cit);glucose;YPD;YOR202W, YCL018W, YEL021W, YBR115C;;histidine, leucine, uracil, lysine, cysteine;cysteine supplementation (500 mg/L);;25517415;
YFR030W;MET10;Verified;METhionine requiring;null;Chemical compound accumulation;increased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YFR047C;BNA6;Verified;Biosynthesis of Nicotinic Acid;null;Chemical compound accumulation;increased;S288C(BY4741);hydrogen peroxide;no drain (cit);glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W;;histidine, leucine, methionine, uracil;cells in early stationary phase;;17110466;
YGL037C;PNC1;Verified;Pyrazinamidase and NiCotinamidase;null;Chemical compound accumulation;increased;S288C(BY4741);hydrogen peroxide;no drain (cit);glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W;;histidine, leucine, methionine, uracil;cells in early stationary phase;;17110466;
YGL055W;OLE1;Verified;OLEic acid requiring;null;Chemical compound accumulation;decreased;S288C;oleate;;glucose;YPD;;;;YEPD media supplemented with palmitoleic acid;;2674136;
YGL055W;OLE1;Verified;OLEic acid requiring;null;Chemical compound accumulation;decreased;S288C;palmitoleate;;glucose;YPD;;;oleate;YEPD media supplemented with oleic acid;;2674136;
YGL063W;PUS2;Verified;PseudoUridine Synthase;null;Chemical compound accumulation;decreased;S288C (BY4742);N(2)-acetyl-L-ornithine;no drain;glucose;YPD;YOR202W, YCL018W, YEL021W, YBR115C;;histidine, leucine, uracil, lysine;;;20610602;
YGL084C;GUP1;Verified;Glycerol UPtake;null;Chemical compound accumulation;increased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YGL119W;COQ8;Verified;COenzyme Q;null;Chemical compound accumulation;increased;S288C (BY4741);sulfur;no drain (not present in Y7, create drain in iMM904);glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W;;histidine, leucine, methionine, uracil;;;23151179;
YGL125W;MET13;Verified;METhionine requiring;null;Chemical compound accumulation;increased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YGL148W;ARO2;Verified;AROmatic amino acid requiring;null;Chemical compound accumulation;increased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YGL148W;ARO2;Verified;AROmatic amino acid requiring;null;Chemical compound accumulation;decreased;S288C (BY4741);sodium;;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W;;histidine, leucine, methionine, uracil;;;23151179;
YGL148W;ARO2;Verified;AROmatic amino acid requiring;null;Chemical compound accumulation;decreased;S288C (BY4742);hydrogen sulfide;no drain (cit);glucose;YPD;YOR202W, YCL018W, YEL021W, YBR115C;;histidine, leucine, uracil, lysine, cysteine;cysteine supplementation (500 mg/L);;25517415;
YGL154C;LYS5;Verified;LYSine requiring;null;Chemical compound accumulation;increased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YGL186C;TPN1;Verified;Transport of PyridoxiNe;null;Chemical compound accumulation;decreased;S288C;pyridoxal 5'-phosphate;no drain;glucose;YNBD;;;uracil, histidine;;8% of wildtype levels;17696614;
YGL234W;ADE5,7;Verified;ADEnine requiring;null;Chemical compound accumulation;decreased;S288C (BY4742);hydrogen sulfide;no drain (cit);glucose;YPD;YOR202W, YCL018W, YEL021W, YBR115C;;histidine, leucine, uracil, lysine, cysteine;cysteine supplementation (500 mg/L);;25517415;
YGR020C;VMA7;Verified;Vacuolar Membrane Atpase;null;Chemical compound accumulation;decreased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 5.0;;23021432;
YGR020C;VMA7;Verified;Vacuolar Membrane Atpase;null;Chemical compound accumulation;increased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 7.5;;23021432;
YGR061C;ADE6;Verified;ADEnine requiring;null;Chemical compound accumulation;decreased;S288C (BY4742);hydrogen sulfide;no drain (cit);glucose;YPD;YOR202W, YCL018W, YEL021W, YBR115C;;histidine, leucine, uracil, lysine, cysteine;cysteine supplementation (500 mg/L);;25517415;
YGR124W;ASN2;Verified;ASparagiNe requiring;null;Chemical compound accumulation;decreased;S288C (BY4742);hydrogen sulfide;no drain (cit);glucose;YPD;YOR202W, YCL018W, YEL021W, YBR115C;;histidine, leucine, uracil, lysine, cysteine;cysteine supplementation (500 mg/L);;25517415;
YGR155W;CYS4;Verified;CYStathionine beta-synthase;null;Chemical compound accumulation;decreased;S288C;glutathione;;glucose;YPD;;;;YPD (72 h);(decrease in intracellular glutathione of less than 0.8-fold compared with wild-type);21601516;
YGR155W;CYS4;Verified;CYStathionine beta-synthase;null;Chemical compound accumulation;increased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 3.0;;23021432;
YGR155W;CYS4;Verified;CYStathionine beta-synthase;null;Chemical compound accumulation;decreased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 5.0;;23021432;
YGR155W;CYS4;Verified;CYStathionine beta-synthase;null;Chemical compound accumulation;increased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 7.5;;23021432;
YGR157W;CHO2;Verified;CHOline requiring;null;Chemical compound accumulation;increased;S288C(BY4741);triglyceride;no drain (cit);glucose;YNBD;YOR202W, YCL018W, YLR303W, YEL021W;;alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine, uracil;;levels of triacylglycerol, a storage neutral lipid, are increased;21829381;
YGR170W;PSD2;Verified;PhosphatidylSerine Decarboxylase;null;Chemical compound accumulation;decreased;S288C;phosphatidylcholine;no drain;glucose;YPD;;;;;;17976194;
YGR170W;PSD2;Verified;PhosphatidylSerine Decarboxylase;null;Chemical compound accumulation;decreased;S288C;phosphatidyl-L-serine;no drain;glucose;YPD;;;;;;17976194;
YGR171C;MSM1;Verified;Mitochondrial aminoacyl-tRNA Synthetase, Methionine;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YGR180C;RNR4;Verified;RiboNucleotide Reductase;null;Chemical compound accumulation;decreased;S288C (BY4742);hydrogen sulfide;no drain (cit);glucose;YPD;YOR202W, YCL018W, YEL021W, YBR115C;;histidine, leucine, uracil, lysine, cysteine;cysteine supplementation (500 mg/L);;25517415;
YGR183C;QCR9;Verified;ubiQuinol-cytochrome C oxidoReductase;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YGR192C;TDH3;Verified;Triose-phosphate DeHydrogenase;null;Chemical compound accumulation;decreased;S288C (BY4742);hydrogen sulfide;no drain (cit);glucose;YPD;YOR202W, YCL018W, YEL021W, YBR115C;;histidine, leucine, uracil, lysine, cysteine;cysteine supplementation (500 mg/L);;25517415;
YGR240C;PFK1;Verified;PhosphoFructoKinase;null;Chemical compound accumulation;increased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YGR255C;COQ6;Verified;COenzyme Q;null;Chemical compound accumulation;decreased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 3.0;;23021432;
YGR255C;COQ6;Verified;COenzyme Q;null;Chemical compound accumulation;increased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 5.0;;23021432;
YGR255C;COQ6;Verified;COenzyme Q;null;Chemical compound accumulation;decreased;S288C;H+;;ethanol, glycerol;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;nonfermentable carbon source (ethanol/glycerol);;23021432;
YHL011C;PRS3;Verified;PhosphoRibosylpyrophosphate Synthetase;null;Chemical compound accumulation;decreased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 3.0;;23021432;
YHL011C;PRS3;Verified;PhosphoRibosylpyrophosphate Synthetase;null;Chemical compound accumulation;decreased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 5.0;;23021432;
YHL011C;PRS3;Verified;PhosphoRibosylpyrophosphate Synthetase;null;Chemical compound accumulation;increased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 7.5;;23021432;
YHL011C;PRS3;Verified;PhosphoRibosylpyrophosphate Synthetase;null;Chemical compound accumulation;decreased;S288C;H+;;ethanol, glycerol;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;nonfermentable carbon source (ethanol/glycerol);;23021432;
YHR011W;DIA4;Verified;Digs Into Agar;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YHR011W;DIA4;Verified;Digs Into Agar;null;Chemical compound accumulation;decreased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 3.0;;23021432;
YHR011W;DIA4;Verified;Digs Into Agar;null;Chemical compound accumulation;decreased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 5.0;;23021432;
YHR011W;DIA4;Verified;Digs Into Agar;null;Chemical compound accumulation;decreased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 7.5;;23021432;
YHR011W;DIA4;Verified;Digs Into Agar;null;Chemical compound accumulation;decreased;S288C;H+;;ethanol, glycerol;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;nonfermentable carbon source (ethanol/glycerol);;23021432;
YHR018C;ARG4;Verified;ARGinine requiring;null;Chemical compound accumulation;decreased;S288C (BY4742);arginine;;glucose;YPD;YOR202W, YCL018W, YEL021W, YBR115C;;histidine, leucine, uracil, lysine;;;20610602;
YHR026W;VMA16;Verified;Vacuolar Membrane Atpase;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YHR026W;VMA16;Verified;Vacuolar Membrane Atpase;null;Chemical compound accumulation;increased;S288C (BY4741);sodium;;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W;;histidine, leucine, methionine, uracil;;;23151179;
YHR039C-A;VMA10;Verified;;null;Chemical compound accumulation;increased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;YPD;normal glycogen accumulation when grown on SC medium;12096123;
YHR039C-A;VMA10;Verified;;null;Chemical compound accumulation;increased;S288C (BY4741);sodium;;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W;;histidine, leucine, methionine, uracil;;;23151179;
YHR039C-A;VMA10;Verified;;null;Chemical compound accumulation;decreased;S288C (BY4742);hydrogen sulfide;no drain (cit);glucose;YPD;YOR202W, YCL018W, YEL021W, YBR115C;;histidine, leucine, uracil, lysine, cysteine;cysteine supplementation (500 mg/L);;25517415;
YHR051W;COX6;Verified;Cytochrome c OXidase;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YHR067W;HTD2;Verified;Hydroxyacyl-Thioester Dehydratase;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YHR091C;MSR1;Verified;Mitochondrial tRNA Synthetase aRginine;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YHR096C;HXT5;Verified;HeXose Transporter;null;Chemical compound accumulation;decreased;S288C(BY4743);glucose;;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine;;;20854260;
YHR104W;GRE3;Verified;Genes de Respuesta a Estres (stress responsive genes);null;Chemical compound accumulation;increased;S288C(BY4741);hydrogen peroxide;no drain (cit);glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W;;histidine, leucine, methionine, uracil;;;24153335;
YHR183W;GND1;Verified;6-phosphoGlucoNateDehydrogenase;null;Chemical compound accumulation;increased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YHR183W;GND1;Verified;6-phosphoGlucoNateDehydrogenase;null;Chemical compound accumulation;decreased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 3.0;;23021432;
